학교코드,학교명,설립년도,남녀공학구분명,주야구분명,우편번호시도명,학교종류구분명,설립구분명
A000022641,월영초등학교,1945,남여공학,주간,경상남도,초등학교,공립
A000022642,월포초등학교,1947,남여공학,주간,경상남도,초등학교,공립
A000022643,중리초등학교,1940,남여공학,주간,경상남도,초등학교,공립
A000022644,진동초등학교,1945,남여공학,주간,경상남도,초등학교,공립
A000022645,진전초등학교,1927,남여공학,주간,경상남도,초등학교,공립
A000022646,팔룡초등학교,1980,남여공학,주간,경상남도,초등학교,공립
A000022647,하북초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022648,합성초등학교,1948,남여공학,주간,경상남도,초등학교,공립
A000022649,합포초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022650,해운초등학교,1984,남여공학,주간,경상남도,초등학교,공립
A000022651,현동초등학교,1939,남여공학,주간,경상남도,초등학교,공립
A000022652,회원초등학교,1943,남여공학,주간,경상남도,초등학교,공립
A000022685,동명중학교,1952,남여공학,주간,경상남도,중학교,사립
A000022686,무안중학교,1947,남여공학,주간,경상남도,중학교,공립
A000022687,밀성여자중학교,1969,여,주간,경상남도,중학교,사립
A000022688,밀성중학교,1955,남,주간,경상남도,중학교,사립
A000022689,밀양동강중학교,1955,남여공학,주간,경상남도,중학교,사립
A000022690,밀양여자중학교,1953,여,주간,경상남도,중학교,공립
A000022691,밀양중학교,1945,남,주간,경상남도,중학교,공립
A000022692,삼랑진중학교,1953,남여공학,주간,경상남도,중학교,사립
A000022693,세종중학교,1952,남,주간,경상남도,중학교,사립
A000022694,동국대학교사범대학부속홍제중학교,1948,남여공학,주간,경상남도,중학교,사립
A000022695,무안초등학교,1921,남여공학,주간,경상남도,초등학교,공립
A000022696,밀성초등학교,1937,남여공학,주간,경상남도,초등학교,공립
A000022697,밀양초등학교,1897,남여공학,주간,경상남도,초등학교,공립
A000022698,밀주초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022699,부북초등학교,1926,남여공학,주간,경상남도,초등학교,공립
A000022700,사포초등학교,1943,남여공학,주간,경상남도,초등학교,공립
A000022701,산내남명초등학교,1942,남여공학,주간,경상남도,초등학교,공립
A000022702,산내초등학교,1922,남여공학,주간,경상남도,초등학교,공립
A000022703,산동초등학교,1943,남여공학,주간,경상남도,초등학교,공립
A000022704,산외초등학교,1923,남여공학,주간,경상남도,초등학교,공립
A000022705,삼랑진초등학교,1923,남여공학,주간,경상남도,초등학교,공립
A000022706,상남초등학교,1928,남여공학,주간,경상남도,초등학교,공립
A000022707,상동초등학교,1929,남여공학,주간,경상남도,초등학교,공립
A000022708,송진초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022709,수산초등학교,1945,남여공학,주간,경상남도,초등학교,공립
A000022710,숭진초등학교,1945,남여공학,주간,경상남도,초등학교,공립
A000022711,예림초등학교,1936,남여공학,주간,경상남도,초등학교,공립
A000022712,청도초등학교,1974,남여공학,주간,경상남도,초등학교,공립
A000022713,초동초등학교,1930,남여공학,주간,경상남도,초등학교,공립
A000022714,태룡초등학교,1924,남여공학,주간,경상남도,초등학교,공립
A000022732,곤명중학교,1966,남여공학,주간,경상남도,중학교,사립
A000022733,곤양중학교,1951,남여공학,주간,경상남도,중학교,공립
A000022734,남양중학교,1953,남여공학,주간,경상남도,중학교,사립
A000022735,사천여자중학교,1956,여,주간,경상남도,중학교,공립
A000022736,사천중학교,1938,남,주간,경상남도,중학교,공립
A000022737,삼천포여자중학교,1946,여,주간,경상남도,중학교,사립
A000022738,삼천포제일중학교,1955,남,주간,경상남도,중학교,공립
A000022739,삼천포중앙여자중학교,1982,여,주간,경상남도,중학교,공립
A000022740,삼천포중학교,1946,남,주간,경상남도,중학교,사립
A000022741,서포중학교,1955,남여공학,주간,경상남도,중학교,공립
A000022742,용남중학교,1952,남여공학,주간,경상남도,중학교,사립
A000022743,곤양초등학교,1911,남여공학,주간,경상남도,초등학교,공립
A000022744,남양초등학교,1928,남여공학,주간,경상남도,초등학교,공립
A000022745,노산초등학교,1987,남여공학,주간,경상남도,초등학교,공립
A000022746,대방초등학교,1971,남여공학,주간,경상남도,초등학교,공립
A000022747,대성초등학교,1961,남여공학,주간,경상남도,초등학교,공립
A000022748,동성초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022749,문선초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022750,사천초등학교,1911,남여공학,주간,경상남도,초등학교,공립
A000022751,삼성초등학교,1954,남여공학,주간,경상남도,초등학교,공립
A000022752,삼천포초등학교,1917,남여공학,주간,경상남도,초등학교,공립
A000022753,서포초등학교,1924,남여공학,주간,경상남도,초등학교,공립
A000022754,삼천포초등학교신수도분교장,1944,남여공학,주간,경상남도,초등학교,공립
A000022755,곤명초등학교,1944,남여공학,주간,경상남도,초등학교,공립
A000022756,용산초등학교,1938,남여공학,주간,경상남도,초등학교,공립
A000022757,용현초등학교,1926,남여공학,주간,경상남도,초등학교,공립
A000022758,정동초등학교,1931,남여공학,주간,경상남도,초등학교,공립
A000022759,축동초등학교,1928,남여공학,주간,경상남도,초등학교,공립
A000022770,단성중학교,1953,남여공학,주간,경상남도,중학교,공립
A000022771,덕산중학교,1958,남여공학,주간,경상남도,중학교,공립
A000022772,산청중학교(폐지),1927,남여공학,주간,경상남도,중학교,공립
A000022773,신등중학교,1953,남여공학,주간,경상남도,중학교,공립
A000022774,금서초등학교,1922,남여공학,주간,경상남도,초등학교,공립
A000022775,단계초등학교,1922,남여공학,주간,경상남도,초등학교,공립
A000022776,단성초등학교,1912,남여공학,주간,경상남도,초등학교,공립
A000022777,덕산초등학교,1921,남여공학,주간,경상남도,초등학교,공립
A000022778,도산초등학교,1950,남여공학,주간,경상남도,초등학교,공립
A000022779,산청초등학교,1908,남여공학,주간,경상남도,초등학교,공립
A000022780,삼장초등학교,1930,남여공학,주간,경상남도,초등학교,공립
A000022781,생비량초등학교,1931,남여공학,주간,경상남도,초등학교,공립
A000022782,생초초등학교,1927,남여공학,주간,경상남도,초등학교,공립
A000022783,신안초등학교,1929,남여공학,주간,경상남도,초등학교,공립
A000022784,신천초등학교,1938,남여공학,주간,경상남도,초등학교,공립
A000022785,오부초등학교,1931,남여공학,주간,경상남도,초등학교,공립
A000022786,차황초등학교,1941,남여공학,주간,경상남도,초등학교,공립
A000022797,개운중학교,1953,남여공학,주간,경상남도,중학교,사립
A000022798,물금동아중학교,1958,남여공학,주간,경상남도,중학교,사립
A000022799,보광중학교,1946,남여공학,주간,경상남도,중학교,사립
A000022800,삼성중학교,1997,남여공학,주간,경상남도,중학교,공립
A000022801,양산중앙중학교,2002,남여공학,주간,경상남도,중학교,공립
A000022802,양산여자중학교,1968,여,주간,경상남도,중학교,사립
A000022803,양산중학교,1951,남,주간,경상남도,중학교,공립
A000022804,양주중학교,1969,남여공학,주간,경상남도,중학교,공립
A000022805,웅상중학교,1997,남,주간,경상남도,중학교,공립
A000022806,원동중학교,1971,남여공학,주간,경상남도,중학교,공립
A000022807,덕계초등학교,1943,남여공학,주간,경상남도,초등학교,공립
A000022808,동산초등학교,1941,남여공학,주간,경상남도,초등학교,공립
A000022809,물금초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022810,범어초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022811,삼성초등학교,1949,남여공학,주간,경상남도,초등학교,공립
A000022812,상북초등학교,1920,남여공학,주간,경상남도,초등학교,공립
A000022813,서남초등학교,1997,남여공학,주간,경상남도,초등학교,공립
A000022814,서창초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022815,소토초등학교,1943,남여공학,주간,경상남도,초등학교,공립
A000022816,신기초등학교,1994,남여공학,주간,경상남도,초등학교,공립
A000022817,양산초등학교,1911,남여공학,주간,경상남도,초등학교,공립
A000022818,양주초등학교,1987,남여공학,주간,경상남도,초등학교,공립
A000022819,어곡초등학교,1939,남여공학,주간,경상남도,초등학교,공립
A000022820,영천초등학교,1923,남여공학,주간,경상남도,초등학교,공립
A000022821,오봉초등학교,2002,남여공학,주간,경상남도,초등학교,공립
A000022822,용연초등학교,1943,남여공학,주간,경상남도,초등학교,공립
A000022823,웅상초등학교,1927,남여공학,주간,경상남도,초등학교,공립
A000022824,원동초등학교,1922,남여공학,주간,경상남도,초등학교,공립
A000022825,원동초등학교이천분교장,1934,남여공학,주간,경상남도,초등학교,공립
A000022826,좌삼초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022827,중부초등학교,2000,남여공학,주간,경상남도,초등학교,공립
A000022828,천성초등학교,1999,남여공학,주간,경상남도,초등학교,공립
A000022829,평산초등학교,1996,남여공학,주간,경상남도,초등학교,공립
A000022830,하북초등학교,1931,남여공학,주간,경상남도,초등학교,공립
A000022831,화제초등학교,1936,남여공학,주간,경상남도,초등학교,공립
A000022848,신반중학교,1948,남여공학,주간,경상남도,중학교,공립
A000022849,의령여자중학교,1963,여,주간,경상남도,중학교,사립
A000022850,의령중학교,1945,남,주간,경상남도,중학교,공립
